nr,certificate_number,registration_date,name,administrator,location,county,verified,source,commentary
490,553,2010-12-02,Căpâlnița - Piatra Altarului - Cabana Harghita - Mădăraș,Consiliul Județean Harghita,Munții Harghitei,Harghita,True,553,
491,554,2010-12-02,Zetea - Dealul Fedeliu - Poiana Muntele Mare - Cabana Harghita - Mădăraș,Consiliul Județean Harghita,Munții Harghitei,Harghita,True,554,
492,555,2010-12-02,Cabana Harghita Băi - Colțul Teșit - Poiana Racu - Poiana Mare - Cabana Harghita - Mădăraș,Consiliul Județean Harghita,Munții Harghitei,Harghita,True,555,
493,556,2011-02-15,Băile Herculane - Platoul și Izvorul Coronini - Cracu lui Arendașu - Poiana cu Peri,Consiliul Județean Caraș-Severin,Munții Cernei,Caraș-Severin,True,556,
494,557,2011-02-15,Băile Herculane - Platoul Coronini - Foișorul Verde - Izvorul Diana,Consiliul Județean Caraș-Severin,Munții Cernei,Caraș-Severin,True,557,
495,558,2011-02-15,Băile Herculane - Izvorul Munk - Izvorul Diana III,Consiliul Județean Caraș-Severin,Munții Cernei,Caraș-Severin,True,558,
496,559,2011-02-15,Băile Herculane - Izvorul Munk - Piscul Jubiliar - Vârful Ciorici - Vârful Dada,Consiliul Județean Caraș-Severin,Munții Cernei,Caraș-Severin,True,559,
497,560,2011-02-15,Băile Herculane - Vârful Ciorici - Peștera cu Aburi - Peștera lui Adam - Peștera Despicătura,Consiliul Județean Caraș-Severin,Munții Cernei,Caraș-Severin,True,560,
498,561,2011-02-15,Băile Herculane - Șapte Izvoare Calde - Piatra Băniței Poiana Culmea Mare,Consiliul Județean Caraș-Severin,Munții Cernei,Caraș-Severin,True,561,
499,562,2011-02-15,Băile Herculane - Cascada Vânturătoarea - Poiana Cicilovete,Consiliul Județean Caraș-Severin,Munții Cernei,Caraș-Severin,True,562,
500,563,2011-02-15,Băile Herculane - Cheile Pecinișcăi - Creasta Cocoșului,Consiliul Județean Caraș-Severin,Munții Mehedinți,Caraș-Severin,True,563,
501,564,2011-02-15,Băile Herculane - Cheile Pecinișcăi - Poiana Padeș,Consiliul Județean Caraș-Severin,Munții Mehedinți,Caraș-Severin,True,564,
502,565,2011-02-15,Băile Herculane - Cheile Ferigari - Vârful Șoimului - Peștera Mare de la Soroniște,Consiliul Județean Caraș-Severin,Munții Mehedinți,Caraș-Severin,True,565,
503,566,2011-02-15,Băile Herculane - Cheile Ferigari - Obârșia Văii Ferigari - Creasta Podeni,Consiliul Județean Caraș-Severin,Munții Mehedinți,Caraș-Severin,True,566,
504,567,2011-02-15,Băile Herculane - Crucea Albă - Izvorul Jelărău - Culmea munților Mehedinți,Consiliul Județean Caraș-Severin,Munții Mehedinți,Caraș-Severin,True,567,
505,568,2011-02-15,Băile Herculane - Crucea Albă - Vârful Domogledu Mic - Cheile Ferigari - Fosta Fabrică de Var,Consiliul Județean Caraș-Severin,Munții Mehedinți,Caraș-Severin,True,568,
506,569,2011-02-15,Băile Herculane - Crucea Albă - Vârful Izvorul Jelărău - Vârful Susaie,Consiliul Județean Caraș-Severin,Munții Mehedinți,Caraș-Severin,True,569,
507,570,2011-02-15,Cărarea Pisicii - Vârful Domogledu Mic - Vârful Domogledu Mare,Consiliul Județean Caraș-Severin,Munții Mehedinți,Caraș-Severin,True,570,
508,571,2011-02-15,Băile Herculane - Crucea Albă - Izvorul Jelărău - La Șușoare - La Marginea,Consiliul Județean Caraș-Severin,Munții Mehedinți,Caraș-Severin,True,571,
509,572,2011-02-15,Băile Herculane - Cheile Șaua Padina - La Marginea,Consiliul Județean Caraș-Severin,Munții Mehedinți,Caraș-Severin,True,572,
510,573,2011-02-15,Băile Herculane - Cascada Cociului,Consiliul Județean Caraș-Severin,Munții Mehedinți,Caraș-Severin,True,573,
511,574,2011-02-15,Băile Herculane - Poiana Fântâna Moșului - Creasta Gorneti,Consiliul Județean Caraș-Severin,Munții Mehedinți,Caraș-Severin,True,574,
512,575,2011-02-15,Băile Herculane - Poiana Fântâna Moșului - Poiana Balta Cerbului - Poiana Tăsuc,Consiliul Județean Caraș-Severin,Munții Mehedinți,Caraș-Severin,True,575,
513,576,2011-02-15,Băile Herculane - Izvorul Conteselor - Biserica Ortodoxă,Consiliul Județean Caraș-Severin,Masivul Domogled,Caraș-Severin,True,576,
514,577,2011-03-21,Vârful Rebra - Tarnița La Cruce - Șaua Galațului - Vârful Gărgălău,Consiliul Local al Orașului Borșa,Munții Rodnei,Maramureș,True,577,
515,578,2011-03-21,Spital Borșa - Valea Pietroasa - Stația Meteo Iezer - Vârful Pietrosu - Vârful Rebra - Tarnița La Cruce - Vârful Cormaia,Consiliul Local al Orașului Borșa,Munții Rodnei,Maramureș,True,578,
516,579,2011-03-21,Gura Negoescu - Valea Negoescu - Căldarea Glaciară Puzdre - Șaua Galațiului,Consiliul Local al Orașului Borșa,Munții Rodnei,Maramureș,True,579,
517,580,2011-03-21,Complexul Turistic Borșa - Gura Fântânii - Buza Dealului - Puzdre - Șaua Laptelui,Consiliul Local al Orașului Borșa,Munții Rodnei,Maramureș,True,580,
518,581,2011-03-21,Complexul Turistic Borșa - Poiana Runcu Știolului - Șaua Știol - Șaua Gărgălău,Consiliul Local al Orașului Borșa,Munții Rodnei,Maramureș,True,581,
519,582,2011-03-21,Complexul turistic Borșa - Cascada Izvorul Cailor - Șaua Știol - Pasul Prislop,Consiliul Local al Orașului Borșa,Munții Rodnei,Maramureș,True,582,
520,583,2011-03-21,Șesuri - Vârful Fântânele - Cabana Fântâna Stanchii - Dealul Bucății - Vârful Tâșlei - Baia Borșa,Consiliul Local al Orașului Borșa,Munții Maramureșului,Maramureș,True,583,
521,584,2011-03-21,Pasul Prislop - Cabana Fântâna Stanchii - Tarnița Bălăsinii - Măgura Cataramei - Șaua Gâliu,Consiliul Local al Orașului Borșa,Munții Maramureșului,Maramureș,True,584,
522,585,2011-03-21,Baia Borșa - Vârful Secu - Mina Gura Băii - Refugiul Lucăceasca - Mâcârlău - Vârful Vaserului,Consiliul Local al Orașului Borșa,Munții Maramureșului,Maramureș,True,585,
523,586,2011-08-04,Crucea lui Sfântul Andrei,Consiliul Județean Caraș-Severin,Podișul Mehedinți,Caraș-Severin,True,586,
524,587,2011-08-04,Vodița - Dealul Duhovnei,Consiliul Județean Caraș-Severin,Podișul Mehedinți,Caraș-Severin,True,587,
525,588,2011-08-04,Taravăț,Consiliul Județean Caraș-Severin,Podișul Mehedinți,Caraș-Severin,True,588,
526,589,2011-08-04,Racovăț - Baldovin,Consiliul Județean Caraș-Severin,Podișul Mehedinți,Caraș-Severin,True,589,
527,590,2011-08-04,Alion,Consiliul Județean Caraș-Severin,Podișul Mehedinți,Caraș-Severin,True,590,
528,591,2011-08-04,Ciucaru Mic,Consiliul Județean Caraș-Severin,Munții Almăjului,Caraș-Severin,True,591,
529,592,2011-08-04,Dubova - Ciucaru Mic,Consiliul Județean Caraș-Severin,Munții Almăjului,Caraș-Severin,True,592,
530,593,2011-08-04,Ciucaru Mare,Consiliul Județean Caraș-Severin,Munții Almăjului,Caraș-Severin,True,593,
531,594,2011-08-04,Ciucaru Mare - Ponicova,Consiliul Județean Caraș-Severin,Munții Almăjului,Caraș-Severin,True,594,
532,595,2011-08-04,Cioanca Cremenească - Rudina,Consiliul Județean Caraș-Severin,Munții Almăjului,Caraș-Severin,True,595,
533,596,2011-08-04,Liubotina - Cioanca Cremenească,Consiliul Județean Caraș-Severin,Munții Almăjului,Caraș-Severin,True,596,
534,597,2011-08-04,Șvinița - Trikule,Consiliul Județean Caraș-Severin,Munții Almăjului,Caraș-Severin,True,597,
535,598,2011-08-04,Trescovăț,Consiliul Județean Caraș-Severin,Munții Almăjului,Caraș-Severin,True,598,
536,599,2011-08-04,Valea Morilor de Apă - Camenița,Consiliul Județean Caraș-Severin,Munții Almăjului,Caraș-Severin,True,599,
537,600,2011-08-04,Balta Hera - Ostrovul Moldova Veche,Consiliul Județean Caraș-Severin,Munții Almăjului,Caraș-Severin,True,600,correct name
538,601,2011-11-23,Podeni - Creasta Munților Mehedinți - La Ciucioare,Consiliul Județean Mehedinți,Munții Mehedinți,Mehedinți,True,601,
539,602,2011-11-23,Gorneți - Creasta Munților Mehedinți - Poiana Balta Cerbului,Consiliul Județean Mehedinți,Munții Mehedinți,Mehedinți,True,602,
540,603,2011-11-23,Izverna - Poiana Beletina,Consiliul Județean Mehedinți,Munții Mehedinți,Mehedinți,True,603,
541,604,2011-11-23,Isverna - Șaua Crovul Mare,Consiliul Județean Mehedinți,Munții Mehedinți,Mehedinți,True,604,
542,605,2011-11-23,Balta - Lunca Ponorălului - Crovul lui Răscrăcea - Peștera Mare de la Baltă - Pârâul Bălții - Balta,Consiliul Județean Mehedinți,Munții Mehedinți,Mehedinți,True,605,
543,606,2011-11-23,Podul lui Dumnezeu - Lacul Carstic Zăton,Consiliul Județean Mehedinți,Munții Mehedinți,Mehedinți,True,606,
544,607,2011-11-23,Versantul drept din Cheile Băluței,Consiliul Județean Mehedinți,Munții Mehedinți,Mehedinți,True,607,
545,608,2011-11-23,Poiana La Varniță - Gaura lui Ciocârdie,Consiliul Județean Mehedinți,Munții Mehedinți,Mehedinți,True,608,specify feature type
546,609,2011-11-23,Poiana La Varniță - Cornetul Prosăcului - Peștera Epuran,Consiliul Județean Mehedinți,Munții Mehedinți,Mehedinți,True,609,
547,610,2011-11-23,Bala - Bala de Sus - Busești - Dâlma - Runcșoru - Rudina - Bala,Consiliul Județean Mehedinți,Munții Mehedinți,Mehedinți,True,610,
548,611,2011-11-28,Ohaba de sub Piatră - Lacul Bucura - Cabana Buta - Cheile Buții - Câmpu lui Neag,Consiliul Județean Hunedoara,Munții Retezat,Hunedoara,True,611,
549,612,2011-11-28,Pui - Hobița - Vârful Păpușa - Vârful Bucura I - Vârful Retezat - Lacul Ștevia - Pârtia Râușor - Baza Salvamont Râușor,Consiliul Județean Hunedoara,Munții Retezat,Hunedoara,True,612,
550,613,2011-11-28,Uricani - Curmătura Tulișa - Vârful Custura - Șaua Paltina - Vârful Galbena - Vârful Godeanu,Consiliul Județean Hunedoara,Munții Retezat,Hunedoara,True,613,
551,614,2011-11-28,Cabana Pietrele - Valea Galeș - Lacul Galeș - Șaua Vârful Mare - Vârful Mare,Consiliul Județean Hunedoara,Munții Retezat,Hunedoara,True,614,
552,615,2011-11-28,Cabana Pietrele - Valea Rea - Tăurile din Valea Rea - Șaua Pelegii,Consiliul Județean Hunedoara,Munții Retezat,Hunedoara,True,615,
553,616,2011-11-28,Cabana Pietrele - Valea Stânişoarei - Lacul Stânișoara - Șaua Retezatului - Vârful Retezat,Consiliul Județean Hunedoara,Munții Retezat,Hunedoara,True,616,correct name
554,617,2011-11-28,Cabana Pietrele - Culmea Lolaia - Șaua Ciurila - Vârful Lolaia - Șaua Lolaia - Vârful Retezat - Poarta Bucurei - Tăul Porții - Lacul Bucura,Consiliul Județean Hunedoara,Munții Retezat,Hunedoara,True,617,
555,618,2011-11-28,Cabana Pietrele - Culmea Lolaia - Șaua Ciurila - Vârful Lolaia - Șaua Lolaia - Vârful Retezat - Poarta Bucurei - Tăul Porții - Lacul Bucura,Consiliul Județean Hunedoara,Munții Retezat,Hunedoara,False,618,seems duplicate of 617
556,619,2011-11-28,Lacul Galeș - Șaua Zănoagele - Tăurile din Valea Rea - Șaua Pelegii,Consiliul Județean Hunedoara,Munții Retezat,Hunedoara,True,619,
557,620,2011-11-28,Valea Nucșoara - Cetatea Colț,Consiliul Județean Hunedoara,Munții Retezat,Hunedoara,True,620,
558,621,2011-11-28,Râu de Mori - Suseni - Valea Râușor - Baza Salvamont Râușor - Pârtia Râușor - Valea Valeresca - Șaua Muncelul - Culmea Prelucele - Retezat - Vârful Retezat,Consiliul Județean Hunedoara,Munții Retezat,Hunedoara,True,621,
559,622,2011-11-28,Brazi - Cabana Gura Zlata - Lacul Gura Apei - Cabana Rotunda - Poiana Pelegii - Valea Peleaga - Șaua Pelegii,Consiliul Județean Hunedoara,Munții Retezat,Hunedoara,True,622,
560,623,2012-04-03,Baza Salvamont Vlădeasa - Stație Meteo - Vârful Vlădeasa - Pietrele Albe - Dealul Petrieni - Baza Salvamont Vlădeasa,Consiliul Local al Comunei Săcuieu,Masivul Vlădeasa,Cluj,True,623,
561,624,2012-04-03,Baza Salvamont Răchițele - Vârful Stanciului - Ponorul din Vârful Seaca - Cabana Vlădeasa - Biserica Frăsinenilor - Vârful Cetății - Vârful Lespezi - Baza Salvamont Răchițele,Consiliul Local al Comunei Săcuieu,Masivul Vlădeasa,Cluj,True,624,
562,625,2012-04-03,Baza Salvamont Vlădeasa - Creasta Vlădeasa - Vârful Plaiului - Dealul Prislopu - Vârful Poiana Mică - Valea Zărnii - Lacul Floroiu - Barajul Drăgan,Consiliul Local al Comunei Săcuieu,Masivul Vlădeasa,Cluj,True,625,
563,626,2012-04-03,Valea Răchițele - Vârful Cuciulat - Valea Firii - Doda Pilii - Baza Salvamont Doda Pilii,Consiliul Local al Comunei Săcuieu,Masivul Vlădeasa,Cluj,True,626,
564,627,2012-04-03,Valea Drăganului - Tranișu - Dealul Mincii - Piatra Bănișorului - Vârful Teșiturilor - Dealul Stânișoara - Baza de Salvare Vlădeasa,Consiliul Local al Comunei Săcuieu,Masivul Vlădeasa,Cluj,True,627,
565,628,2012-05-04,Cabana Gura Zlata - Casa Academiei - Valea Radeșu Mare - Cioaca Porumbelului - Platoul Radeș - Zlata - Lacul Zănoaga - Șaua Judele - Lacul Bucura,Consiliul Județean Hunedoara,Masivul Retezat,Hunedoara,True,628,
566,629,2012-05-04,Lacul Gura Apei - Culmea Zlata - Vârful Zlata - Platoul Radeș - Zlata - Lacul Zănoaga - Crucea Trăznitului - Culmea Slăveiu - Lacul Bucura,Consiliul Județean Hunedoara,Masivul Retezat,Hunedoara,True,629,
567,630,2012-05-04,Lacul Berhina - Crucea Trăznitului - Culmea Slăveiu - Lacul Bucura,Consiliul Județean Hunedoara,Masivul Retezat,Hunedoara,True,630,
568,631,2012-05-04,Refugiul Baleia - Culmea Cozma - Baleia - Șaua Gorova - Refugiul Stâna de Râu - Șaua Custurii - Valea Peleaga - Poiana Pelegii,Consiliul Județean Hunedoara,Masivul Retezat,Hunedoara,True,631,
569,632,2012-05-04,Pui - Hobița - Valea Râu Barbat - Stâna de Râu - Tăul Țapului - Porțile Închise,Consiliul Județean Hunedoara,Masivul Retezat,Hunedoara,True,632,
570,633,2012-05-04,Lacul Bucura - Lacul Lia - Lacul Ana - Lacul Viorica - Lacul Florica - Tăul Agățat - Tăul Porții - Lacul Bucurelu - Lacul Bucura,Consiliul Județean Hunedoara,Masivul Retezat,Hunedoara,True,633,
571,634,2012-05-04,Lacul Bucura - Valea Berbecilor - Piciorul Pelegii - Vârful Peleaga - Șaua Pelegii - Vârful Păpușa - Șaua Custurii - Vârful Custura,Consiliul Județean Hunedoara,Masivul Retezat,Hunedoara,True,634,
572,635,2012-05-04,Câmpul lui Neag - Cantonul Silvic Câmpușel - Piatra Iorgovanului - Șaua Paltina - Lacul Berhina,Consiliul Județean Hunedoara,Masivul Retezat,Hunedoara,True,635,
573,636,2012-07-12,Băile Selters - Cheile Vârgișului - Peștera Orban Balazs,Consiliul Județean Harghita,Masivul Perșani,Harghita,True,636,expand parenthesis
574,637,2012-07-12,Băile Chirui - Cheile Vârgișului - Peștera Orban Balazs,Consiliul Județean Harghita,Masivul Perșani,Harghita,True,637,expand parenthesis
575,638,2012-07-12,Lueta - Cheile Vârgișului - Peștera Orban Balazs,Consiliul Județean Harghita,Masivul Perșani,Harghita,True,638,expand parenthesis
576,639,2012-07-12,Merești - Cheile Vârgișului - Peștera Orban Balazs,Consiliul Județean Harghita,Masivul Perșani,Harghita,True,639,expand parenthesis
577,640,2012-07-12,Cabana Harghita Mădăraș - Cascada Szoko,Consiliul Județean Harghita,Munții Harghitei,Harghita,True,640,
578,641,2012-07-12,Vlăhița - Cabana Harghita Mădăraș,Consiliul Județean Harghita,Munții Harghitei,Harghita,True,641,
579,642,2012-07-12,Izvoarele - Cabana Harghita Mădăraș,Consiliul Județean Harghita,Munții Harghitei,Harghita,True,642,
580,643,2012-07-12,Izvoarele - Valea Sugo - Cabana Harghita Mădăraș,Consiliul Județean Harghita,Munții Harghitei,Harghita,True,643,
581,644,2012-07-12,Cabana Harghita Mădăraș - Coltul Berszan - Vârful Harghita Mădăraș - Cabana Harghita Mădăraș,Consiliul Județean Harghita,Munții Harghitei,Harghita,True,644,expand
582,645,2012-07-12,Lacu Roșu - Poiana Albă,Consiliul Județean Harghita,Munții Hășmaș,Harghita,True,645,
583,646,2012-07-12,Lacu Roșu - Bicăjel - Lacu Roșu,Consiliul Județean Harghita,Munții Hășmaș,Harghita,True,646,
584,647,2012-07-12,Cheile Bicazului - Poiana Cupaș,Consiliul Județean Harghita,Munții Hășmaș,Harghita,True,647,
585,648,2012-07-12,Cheile Bicazului - Poiana Vincli,Consiliul Județean Harghita,Munții Hășmaș,Harghita,True,648,
586,649,2012-07-12,Pâraul Oii - Pâraul Bicăjel - Lacu Roșu,Consiliul Județean Harghita,Munții Hășmaș,Harghita,True,649,
587,650,2012-07-12,Pârâul Cupaș - Poiana Cupaș,Consiliul Județean Harghita,Munții Hășmaș,Harghita,True,650,
588,651,2012-07-12,Cabana Piatra Singuratică - Poiana Albă,Consiliul Județean Harghita,Munții Hășmaș,Harghita,True,651,
589,652,2012-07-12,Cabana Piatra Singuratică - Poiana Albă,Consiliul Județean Harghita,Munții Hășmaș,Harghita,False,652,seems like a duplicate of 651
590,653,2012-07-12,Bălan - Cabana Piatra Singuratică (Pârâul Kovacs),Consiliul Județean Harghita,Munții Hășmaș,Harghita,True,653,
591,654,2012-07-12,Bălan - Cabana Piatra Singuratică (Pârâul Szep),Consiliul Județean Harghita,Munții Hășmaș,Harghita,True,654,
592,655,2012-07-12,"Cabana Piatra Singuratică - Stânca ""La Panda"" - retur sau marcajul Bălan - Cabana",Consiliul Județean Harghita,Munții Hășmaș,Harghita,True,655,
593,656,2012-07-12,Balan (Fântâna lui Gal) - Șaua Tarcăului,Consiliul Județean Harghita,Munții Hășmaș,Harghita,True,656,
594,656,2012-07-12,Balan (Fântâna lui Gal) - Șaua Tarcăului,Consiliul Județean Harghita,Munții Hășmaș,Harghita,False,656,duplicate
595,657,2012-07-12,Toplița - Vârful Rețițiș,Consiliul Județean Harghita,Masivul Călimani,Harghita,True,657,correct name
596,658,2012-07-12,Gălăuțaș - Vârful Bătrâna,Consiliul Județean Harghita,Masivul Călimani,Harghita,True,658,correct name
597,659,2012-07-12,Toplița - Vârful Bătrâna,Consiliul Județean Harghita,Masivul Călimani,Harghita,True,659,
598,660,2012-07-12,Toplița - Vârful Bătrâna,Consiliul Județean Harghita,Masivul Călimani,Harghita,False,660,seems duplicate of 659
599,661,2012-10-03,Azuga (DN1) - Vârful Clăbucetul Taurului - Cabana Gârbova,Consiliul Județean Prahova,Munții Baiului,Prahova,True,661,
599,661,2012-10-03,Azuga (DN1) - Vârful Clăbucetul Taurului - Cabana Gârbova,Consiliul Județean Prahova,Munții Baiului,Brașov,True,661,
600,662,2012-10-03,Baza Pârtie Sorica - Captare de Apă - Cabana Gârbova,Consiliul Județean Prahova,Munții Baiului,Prahova,True,662,
600,662,2012-10-03,Baza Pârtie Sorica - Captare de Apă - Cabana Gârbova,Consiliul Județean Prahova,Munții Baiului,Brașov,True,662,
601,663,2012-10-03,Păstrăvărie - Vârful Clăbucetul Azugii - Cabana Susai,Consiliul Județean Prahova,Munții Baiului,Prahova,True,663,
601,663,2012-10-03,Păstrăvărie - Vârful Clăbucetul Azugii - Cabana Susai,Consiliul Județean Prahova,Munții Baiului,Brașov,True,663,
602,664,2012-10-03,Gara Azuga - Vârful Grecului - Cabana Diham,Consiliul Județean Prahova,Munții Bucegi,Prahova,True,664,
602,664,2012-10-03,Gara Azuga - Vârful Grecului - Cabana Diham,Consiliul Județean Prahova,Munții Bucegi,Brașov,True,664,
603,665,2012-10-03,Poiana Țapului - Valea Babei - Poiana Stanei,Consiliul Județean Prahova,Munții Bucegi,Prahova,True,665,
604,666,2012-10-03,Bușteni - Culmea Zamora - Culmea Orjogoaia - Plaiul Orjogoaia - Trăisteni,Consiliul Județean Prahova,Munții Baiului,Prahova,True,666,
605,667,2012-10-03,Drum de Vară - Colții lui Barbeș - Lacurile Vânturis - Valea Soarelui,Consiliul Județean Prahova,Munții Bucegi,Prahova,True,667,
606,668,2012-10-03,Șaua Vârful Cu Dor - Masa Ciobanului - Colții lui Barbes - Lacurile Vânturis,Consiliul Județean Prahova,Munții Bucegi,Prahova,True,668,
607,669,2012-10-03,Cota 2000 - Șaua Vârful Cu Dor,Consiliul Județean Prahova,Munții Bucegi,Prahova,True,669,
608,670,2012-10-03,Poiana Valea Stânei - Tabla Butii - Cimitirului Eroilor,Consiliul Județean Prahova,Munții Ciucaș,Prahova,True,670,
609,671,2013-06-27,Vaideeni - Valea Luncavățului - Podul Lui Pasăre - Lacul Balota - Stâna Balota - Vârful Căpățâna,Consiliul Județean Vâlcea,Munții Căpățânii,Vâlcea,True,671,
610,672,2013-06-27,Vaideeni - Plaiul Frăsinet - Vârful Ursulețu - Ursu Stâna - Vârful Ursu - Muntele Groapa Mălăii - La Ezer - Curmătura Popeștilor - Valea Repedea - Ciunget,Consiliul Județean Vâlcea,Munții Căpățânii,Vâlcea,True,672,
611,673,2013-06-27,Vaideeni - Valea Plaiului - Fântâna din Plai - Muntele Marginea - Coasta Lacurilor - Sub Vârful Nedeia - Șaua Gropița - Poiana Târnovu Mare - Ciunget,Consiliul Județean Vâlcea,Munții Căpățânii,Vâlcea,True,673,
612,674,2013-06-27,Izvorul Rece - Valea Recea - Luncile Frumoase - Stâna Zăvideanu - Pietrele Stroieștilor - Coasta Lacurilor - Curmătura Funicelu,Consiliul Județean Vâlcea,Munții Căpățânii,Vâlcea,True,674,
613,675,2013-06-27,Cerna - Valea Cernei - Sohodol - Pârâul Moliftului - Stâna Bucium - Vârful Beleoaia - Vârful Nedeia,Consiliul Județean Vâlcea,Munții Căpățânii,Vâlcea,True,675,
614,676,2013-06-27,Costești - Bistrița - Valea Bistriței - Vârful Cuca - Plaiul Zănoaga - Curmătura Rodeanu - Stâna Cocora - Plaiul Cocora - Malaia,Consiliul Județean Vâlcea,Munții Căpățânii,Vâlcea,True,676,
615,677,2013-06-27,Marița - Valea Mariței - Vârful Stânișoara - Stâna Zăvideanu - Muntele Zăvideanu,Consiliul Județean Vâlcea,Munții Căpățânii,Vâlcea,True,677,
616,678,2013-06-27,Lacul Balota - Tribunalul Haiducilor - Culmea Căpățâna - Pârâul Căpățânii - Lacul Balota,Consiliul Județean Vâlcea,Munții Căpățânii,Vâlcea,True,678,
617,679,2013-06-27,Lacul Balota - Izvoarele Luncavățului - Coasta Lacurilor - Vârful Nedeia,Consiliul Județean Vâlcea,Munții Căpățânii,Vâlcea,True,679,
618,680,2013-06-27,Vaideeni - Valea Seacă - Vârful Teiș - Vaideeni,Consiliul Județean Vâlcea,Munții Căpățânii,Vâlcea,True,680,
619,681,2013-06-27,Vaideeni - Brădățeaua Mică - Dealul Capela - Brădățeaua Mare - Vaideeni,Consiliul Județean Vâlcea,Munții Căpățânii,Vâlcea,True,681,
620,682,2013-06-27,Vârful Nedeia - Curmătura Funicel - Vârful Ursu - Curmătura Rodeanu - Vârful Zmeurăt -,Consiliul Județean Vâlcea,Munții Căpățânii,Vâlcea,True,682,
621,683,2013-08-06,Șaua Vârtop - Groapa Ruginoasa - Pietrele Negre,Consiliul Județean Bihor,Munții Bihor - Vlădeasa,Bihor,True,683,
622,684,2013-08-06,Pârtia Vârtop 1 - Pârtia Piatra Grăitoare - Magistrala 1 Banda Roșie,Consiliul Județean Bihor,Munții Bihor - Vlădeasa,Bihor,True,684,
623,685,2013-08-06,Magistrala 1 Bandă Roșie - Belvedere Glăvoaia,Consiliul Județean Bihor,Munții Bihor - Vlădeasa,Bihor,True,685,
624,686,2013-08-06,"Cabana Meziad - Motel ""Baraj Leșu""",Consiliul Județean Bihor,Munții Bihor - Vlădeasa,Bihor,True,686,
625,687,2013-08-06,Stâna de Vale - Moara Dracului,Consiliul Județean Bihor,Munții Bihor - Vlădeasa,Bihor,True,687,
626,688,2014-03-19,Circuitul Peștera din Mina Farcu,Consiliul Județean Bihor,Munții Pădurea Craiului,Bihor,True,688,
627,689,2014-06-16,Complex Turistic Cheile Buții - Dâlma Mare - Vârful Pleșa - Vârful Piule - Șaua Scorota - Cabana Buta,Consiliul Județean Hunedoara,Masivul Retezatul Mic,Hunedoara,True,689,
628,690,2014-06-16,Uricani - Dealul Șerpilor - Șaua Tulișa - Șaua Bilugu - Vârful Bilugu - Vârful Văcarea - Vârful Lazărul - Vârful Custura - Vârful Păpușa - Vârful Peleaga - Căldarea Berbecilor - Lacul Bucura,Consiliul Județean Hunedoara,Masivul Retezat,Hunedoara,True,690,
629,691,2014-06-16,Campușel - Scocul Scorotei - Stâna Scorota - Buta Mica - Cabana Buta,Consiliul Județean Hunedoara,Masivul Retezat,Hunedoara,True,691,
630,692,2014-06-16,Campușel - Pasul Jiu - Cerna (Tăul Rății) - Ciuceava Neagră - Valea Sturului - Cheile Cernișoarei - Izbucul Cernei,Consiliul Județean Hunedoara,Masivul Retezat,Hunedoara,True,692,
631,693,2014-06-16,Gambrinus - Drăgoiu - Pasul Vulcan - Vârful Straja - Vârful Mutu - Vârful Muncel - Vârful Siglau - Mic - Vârful Siglăul Mare - Valea de Pești - Vârful Arcanu - Vârful Nedeița - Coada Oslei - Oslea - Câmpușel,Consiliul Județean Hunedoara,Masivul Retezat,Hunedoara,True,693,
632,694,2014-06-16,Centrul Local de Informare Turistică Baru - Valea Bărișor - Refugiul Tulișa,Consiliul Județean Hunedoara,Masivul Retezat,Hunedoara,True,694,
633,695,2014-06-16,Ohaba Ponor - Cheile Șura Mare - Peștera Ponorici - Peștera Cioclovina - Luncani - Boșorod,Consiliul Județean Hunedoara,Masivul Șureanu,Hunedoara,True,695,
634,696,2014-06-16,Baru - Valea Streiului - Vârful Lola - Vârful Bulzu - Vârful Porumbelul Mare,Consiliul Județean Hunedoara,Masivul Șureanu,Hunedoara,True,696,
635,697,2014-06-16,Costești - Valea Grădiștei - Dealul Grădiștei - Cetatea Sarmizegetusa Regia - Muncel - Vârful Godeanu,Consiliul Județean Hunedoara,Masivul Șureanu,Hunedoara,True,697,
636,698,2014-06-16,Costești - Cetatea Blidaru - Leurdana - Târsa - Poiana Omului - Vârful Rudii - Culmea Meleia - Vârful Tâmpu - Șaua Steaua Mare - Vârful Godeanu,Consiliul Județean Hunedoara,Masivul Șureanu,Hunedoara,True,698,
637,699,2014-06-16,Podul Gerosu - Dealul Muncelului - Cetatea Fețele Albe - Valea Albă,Consiliul Județean Hunedoara,Masivul Șureanu,Hunedoara,True,699,
638,700,2014-06-16,Grădiștea de Munte - Prihodiște - Poiana Omului - Cetatea Piatra Roșie - Valea Roșia - Cioclovina - Peștera Cioclovina,Consiliul Județean Hunedoara,Masivul Șureanu,Hunedoara,True,700,
639,701,2014-07-25,Culmea Bran - Culmea Măgurii - Fântâna lui Botorog,Administrația Parcului Național Piatra Craiului RA,Masivul Piatra Craiului,Brașov,True,701,
640,702,2014-07-25,Tohănița - Șaua Măgura - Satul Măgura - Fântâna lui Botorog,Administrația Parcului Național Piatra Craiului RA,Masivul Piatra Craiului,Brașov,True,702,
641,703,2014-07-25,Valea Curmăturii - Poiana Curmătura - Cabana Curmătura,Administrația Parcului Național Piatra Craiului RA,Masivul Piatra Craiului,Brașov,True,703,
642,704,2014-07-25,Cabana Curmătura - Padinile Frumoase - Vârful Ascuțit,Administrația Parcului Național Piatra Craiului RA,Masivul Piatra Craiului,Brașov,True,704,
